data,descricao,tipo,valor
2023-11-05,Salário,receita,3690.99
2023-03-05,Reembolso,receita,7934.47
2023-11-28,Venda de produto,receita,7908.97
2022-01-15,Aluguel,despesa,-8899.84
2022-03-06,Venda de produto,receita,2760.39
2022-10-19,Salário,receita,6986.29
2022-02-09,Salário,receita,2242.18
2022-08-23,Conta de luz,despesa,-3830.23
2022-05-30,Manutenção,despesa,-9389.8
2023-09-09,Compra de estoque,despesa,-4980.18
2023-05-28,Aluguel,despesa,-6376.94
2022-05-14,Manutenção,despesa,-2236.14
2023-04-11,Manutenção,despesa,-5117.61
2022-04-26,Salário,receita,4433.31
2023-04-02,Compra de estoque,despesa,-3928.47
2023-04-18,Salário,receita,1983.38
2023-01-02,Salário,receita,3639.49
2022-09-18,Conta de luz,despesa,-3485.47
2022-10-20,Aluguel,despesa,-4697.17
2023-08-05,Compra de estoque,despesa,-2188.66
2022-10-15,Salário,receita,5032.11
2023-10-28,Aluguel,despesa,-5424.2
2023-08-31,Reembolso,receita,4186.62
2022-02-05,Aluguel,despesa,-5627.67
2022-03-30,Compra de estoque,despesa,-7903.96
2023-04-03,Aluguel,despesa,-9936.31
2022-08-17,Conta de luz,despesa,-6723.96
2022-04-25,Investimento,receita,7997.26
2022-04-16,Reembolso,receita,3604.71
2022-05-08,Conta de luz,despesa,-4767.02
2023-12-21,Venda de produto,receita,4558.18
2023-12-15,Aluguel,despesa,-1026.28
2023-08-19,Conta de luz,despesa,-8913.24
2023-09-30,Manutenção,despesa,-6258.53
2023-10-20,Aluguel,despesa,-4878.13
2022-12-15,Aluguel,despesa,-1301.19
2023-03-06,Aluguel,despesa,-9411.81
2022-01-06,Aluguel,despesa,-7404.83
2022-02-27,Investimento,receita,6604.3
2022-03-22,Salário,receita,6964.83
2022-12-11,Manutenção,despesa,-6765.91
2023-04-03,Venda de produto,receita,9451.02
2023-09-19,Reembolso,receita,8294.81
2023-05-09,Compra de estoque,despesa,-4118.76
2023-11-28,Reembolso,receita,2366.89
2023-06-24,Compra de estoque,despesa,-6266.38
2023-09-04,Conta de luz,despesa,-2591.8
2023-06-03,Salário,receita,9215.88
2022-06-06,Venda de produto,receita,2607.84
2022-08-19,Aluguel,despesa,-8619.61
2023-04-13,Manutenção,despesa,-8231.49
2023-09-18,Salário,receita,8448.46
2023-08-08,Compra de estoque,despesa,-1958.87
2023-08-05,Manutenção,despesa,-8858.22
2023-07-17,Manutenção,despesa,-6623.26
2022-07-29,Salário,receita,3825.22
2022-11-11,Reembolso,receita,1316.48
2022-08-06,Reembolso,receita,9553.0
2022-06-05,Conta de luz,despesa,-7442.24
2023-03-20,Investimento,receita,1788.86
2023-04-16,Investimento,receita,9772.57
2022-06-03,Compra de estoque,despesa,-5174.55
2022-07-17,Venda de produto,receita,1685.58
2023-08-18,Reembolso,receita,2603.5
2023-11-01,Compra de estoque,despesa,-2148.68
2023-08-27,Conta de luz,despesa,-4921.83
2023-01-16,Conta de luz,despesa,-143.64
2023-01-23,Investimento,receita,4244.98
2022-11-19,Reembolso,receita,8175.34
2023-03-04,Investimento,receita,4133.07
2022-01-14,Reembolso,receita,3875.26
2023-01-26,Manutenção,despesa,-4426.54
2022-02-20,Aluguel,despesa,-6555.16
2022-07-28,Investimento,receita,2018.5
2023-08-24,Manutenção,despesa,-1675.52
2023-02-11,Aluguel,despesa,-3610.1
2022-03-30,Compra de estoque,despesa,-2555.26
2022-06-28,Aluguel,despesa,-2062.27
2022-12-23,Conta de luz,despesa,-8906.02
2023-02-27,Salário,receita,2887.77
2022-03-12,Venda de produto,receita,9660.63
2023-01-02,Investimento,receita,7345.08
2023-11-01,Compra de estoque,despesa,-1419.1
2022-06-18,Manutenção,despesa,-8793.56
2023-12-31,Conta de luz,despesa,-3719.98
2022-09-30,Venda de produto,receita,6414.03
2022-03-20,Conta de luz,despesa,-9828.61
2023-02-05,Conta de luz,despesa,-7431.98
2023-11-28,Reembolso,receita,5460.39
2023-02-08,Compra de estoque,despesa,-8127.33
2023-06-03,Investimento,receita,9276.97
2023-05-22,Aluguel,despesa,-8861.1
2023-03-27,Compra de estoque,despesa,-4621.86
2022-10-27,Manutenção,despesa,-7065.65
2023-09-07,Investimento,receita,6019.94
2022-03-24,Manutenção,despesa,-7812.6
2023-07-31,Compra de estoque,despesa,-2884.12
2022-01-04,Reembolso,receita,6184.86
2023-02-20,Compra de estoque,despesa,-9983.94
2023-03-01,Salário,receita,8171.83
2022-03-26,Compra de estoque,despesa,-4918.88
2023-08-21,Conta de luz,despesa,-7563.98
2022-10-31,Investimento,receita,6828.62
2022-11-17,Conta de luz,despesa,-2159.49
2022-07-27,Salário,receita,2402.14
2022-05-07,Investimento,receita,896.1
2022-07-10,Aluguel,despesa,-148.46
2022-06-22,Compra de estoque,despesa,-821.16
2022-09-10,Compra de estoque,despesa,-5220.67
2023-08-15,Venda de produto,receita,5085.06
2023-08-20,Manutenção,despesa,-1434.38
2023-10-17,Reembolso,receita,1114.01
2022-07-15,Conta de luz,despesa,-2675.31
2023-05-01,Conta de luz,despesa,-8141.06
2023-09-12,Compra de estoque,despesa,-1208.76
2023-10-27,Aluguel,despesa,-4528.09
2022-07-13,Salário,receita,4460.69
2022-06-02,Manutenção,despesa,-3270.34
2022-07-31,Reembolso,receita,6378.05
2022-06-22,Manutenção,despesa,-4178.31
2022-06-26,Compra de estoque,despesa,-5819.96
2023-02-12,Aluguel,despesa,-7824.63
2022-03-04,Manutenção,despesa,-6299.77
2022-03-16,Compra de estoque,despesa,-7675.29
2022-08-27,Aluguel,despesa,-9223.6
2023-10-10,Investimento,receita,8488.73
2023-10-08,Salário,receita,2539.05
2022-12-27,Investimento,receita,5181.15
2023-12-09,Conta de luz,despesa,-3990.01
2022-12-21,Venda de produto,receita,5630.68
2022-01-04,Manutenção,despesa,-7991.44
2022-09-11,Conta de luz,despesa,-2876.59
2022-04-23,Aluguel,despesa,-4970.98
2022-03-17,Investimento,receita,7590.95
2023-10-10,Investimento,receita,7117.65
2023-10-04,Investimento,receita,4815.21
2022-05-02,Conta de luz,despesa,-9847.88
2023-11-28,Reembolso,receita,3521.52
2022-12-10,Reembolso,receita,409.62
2022-07-14,Investimento,receita,1489.43
2022-03-23,Venda de produto,receita,1864.76
2023-10-19,Venda de produto,receita,5442.68
2023-02-01,Aluguel,despesa,-8141.03
2022-07-13,Venda de produto,receita,3422.35
2022-12-06,Aluguel,despesa,-9716.57
2022-01-07,Reembolso,receita,4888.23
2023-06-11,Reembolso,receita,4639.34
2022-01-29,Compra de estoque,despesa,-9991.1
2023-01-25,Investimento,receita,4362.56
2023-09-29,Aluguel,despesa,-2119.19
2022-02-08,Investimento,receita,4033.52
2022-12-25,Salário,receita,2485.94
2023-04-05,Compra de estoque,despesa,-2505.62
2023-09-17,Salário,receita,425.38
2022-07-12,Compra de estoque,despesa,-9141.55
2023-04-02,Manutenção,despesa,-8492.69
2023-02-15,Aluguel,despesa,-7199.41
2023-11-19,Conta de luz,despesa,-5880.28
2022-10-16,Salário,receita,160.04
2022-05-16,Compra de estoque,despesa,-5369.32
2022-07-21,Manutenção,despesa,-546.47
2023-08-18,Reembolso,receita,5759.43
2023-07-21,Salário,receita,905.22
2022-02-04,Venda de produto,receita,3673.04
2023-09-27,Reembolso,receita,1431.2
2023-09-05,Investimento,receita,8268.1
2022-08-22,Conta de luz,despesa,-3683.63
2022-03-07,Aluguel,despesa,-126.59
2022-12-20,Aluguel,despesa,-7968.1
2023-05-16,Venda de produto,receita,211.41
2023-05-13,Conta de luz,despesa,-1500.97
2023-08-21,Manutenção,despesa,-6930.61
2022-12-28,Venda de produto,receita,6185.13
2022-12-27,Venda de produto,receita,4055.16
2022-03-29,Venda de produto,receita,4357.37
2022-01-03,Reembolso,receita,4225.24
2022-01-15,Investimento,receita,8859.34
2022-01-10,Aluguel,despesa,-7797.16
2023-06-12,Reembolso,receita,6960.57
2022-09-04,Venda de produto,receita,2302.91
2022-10-30,Reembolso,receita,7747.57
2022-11-01,Venda de produto,receita,3498.68
2023-02-22,Venda de produto,receita,382.04
2022-06-10,Compra de estoque,despesa,-153.91
2023-07-26,Venda de produto,receita,3708.27
2023-09-01,Compra de estoque,despesa,-7175.58
2022-10-20,Compra de estoque,despesa,-9747.89
2022-09-05,Manutenção,despesa,-5386.86
2023-09-15,Compra de estoque,despesa,-3662.49
2022-07-03,Conta de luz,despesa,-2734.59
2022-08-06,Conta de luz,despesa,-4753.66
2023-04-04,Compra de estoque,despesa,-8256.75
2023-08-13,Aluguel,despesa,-907.38
2023-11-12,Salário,receita,6355.51
2023-01-18,Salário,receita,781.79
2022-08-11,Reembolso,receita,6571.44
2022-01-09,Aluguel,despesa,-1101.9
2023-07-29,Manutenção,despesa,-3964.56
2022-02-07,Reembolso,receita,8486.27
2023-04-16,Venda de produto,receita,4702.97
2023-06-23,Compra de estoque,despesa,-7478.14
2022-12-05,Investimento,receita,1932.22
2023-08-22,Compra de estoque,despesa,-279.01
2022-07-24,Compra de estoque,despesa,-5218.73
2022-02-02,Investimento,receita,4040.99
2022-09-29,Compra de estoque,despesa,-5195.73
2022-07-24,Compra de estoque,despesa,-6239.22
2022-03-25,Investimento,receita,6474.65
2022-10-10,Manutenção,despesa,-8204.74
2022-03-02,Venda de produto,receita,1943.63
2023-10-21,Investimento,receita,4528.95
2023-10-13,Investimento,receita,8034.53
2023-03-09,Aluguel,despesa,-7455.29
2022-10-24,Investimento,receita,742.46
2022-07-02,Compra de estoque,despesa,-3748.91
2022-04-30,Conta de luz,despesa,-9624.37
2022-10-04,Salário,receita,2253.54
2022-08-07,Compra de estoque,despesa,-2113.42
2022-09-20,Conta de luz,despesa,-3236.73
2023-05-09,Salário,receita,3510.97
2022-06-18,Aluguel,despesa,-3913.39
2022-09-01,Reembolso,receita,2029.67
2023-11-08,Aluguel,despesa,-7252.13
2023-08-29,Investimento,receita,5254.59
2022-08-11,Investimento,receita,6988.68
2023-11-30,Venda de produto,receita,7548.65
2023-10-02,Manutenção,despesa,-3415.43
2022-08-07,Compra de estoque,despesa,-1654.5
2023-06-04,Compra de estoque,despesa,-2296.48
2023-04-25,Manutenção,despesa,-3763.55
2023-11-20,Investimento,receita,3282.22
2022-01-02,Compra de estoque,despesa,-1455.93
2023-04-23,Manutenção,despesa,-5723.93
2023-04-26,Compra de estoque,despesa,-7619.01
2022-06-22,Conta de luz,despesa,-2175.97
2023-04-02,Compra de estoque,despesa,-9045.8
2023-03-15,Aluguel,despesa,-2302.1
2023-07-06,Compra de estoque,despesa,-3793.68
2022-04-28,Conta de luz,despesa,-1500.74
2022-04-16,Salário,receita,607.76
2023-11-28,Venda de produto,receita,1070.49
2023-12-19,Salário,receita,3666.77
2023-08-10,Manutenção,despesa,-1868.5
2023-01-29,Aluguel,despesa,-9106.21
2022-05-27,Salário,receita,830.31
2023-09-20,Conta de luz,despesa,-8573.57
2022-10-07,Conta de luz,despesa,-5105.19
2023-12-01,Reembolso,receita,663.46
2022-12-15,Manutenção,despesa,-230.99
2022-12-14,Venda de produto,receita,1179.46
2022-02-02,Conta de luz,despesa,-2114.37
2023-06-28,Compra de estoque,despesa,-5831.05
2023-06-26,Venda de produto,receita,3040.78
2022-11-29,Conta de luz,despesa,-3521.0
2022-01-17,Aluguel,despesa,-1157.37
2022-01-13,Reembolso,receita,6433.44
2022-11-02,Conta de luz,despesa,-7195.02
2022-02-07,Venda de produto,receita,3698.66
2023-12-01,Salário,receita,1291.86
2022-12-23,Salário,receita,4727.05
2023-07-03,Manutenção,despesa,-2451.89
2022-12-06,Manutenção,despesa,-6934.22
2023-07-22,Compra de estoque,despesa,-2629.7
2023-10-09,Salário,receita,4672.3
2023-10-16,Investimento,receita,4205.23
2022-05-21,Venda de produto,receita,489.77
2022-08-23,Compra de estoque,despesa,-1447.16
2022-05-25,Manutenção,despesa,-4969.27
2023-05-19,Reembolso,receita,9083.89
2023-11-20,Manutenção,despesa,-9402.78
2022-07-04,Investimento,receita,3954.91
2022-06-18,Aluguel,despesa,-4056.77
2023-08-01,Compra de estoque,despesa,-1544.26
2022-02-23,Conta de luz,despesa,-1758.79
2022-01-06,Salário,receita,9130.41
2022-12-06,Venda de produto,receita,7865.32
2022-06-10,Venda de produto,receita,9073.92
2022-05-24,Compra de estoque,despesa,-851.51
2023-11-26,Conta de luz,despesa,-3992.6
2022-02-09,Manutenção,despesa,-1214.09
2023-10-04,Reembolso,receita,9707.36
2022-04-05,Reembolso,receita,2264.94
2022-10-04,Venda de produto,receita,5532.04
2023-07-13,Venda de produto,receita,2216.97
2023-03-22,Conta de luz,despesa,-466.91
2022-03-05,Aluguel,despesa,-2523.63
2022-05-26,Compra de estoque,despesa,-8633.21
2023-12-27,Investimento,receita,7122.76
2023-10-29,Compra de estoque,despesa,-9428.15
2023-09-10,Compra de estoque,despesa,-9457.55
2023-09-14,Manutenção,despesa,-7185.55
2022-04-14,Venda de produto,receita,4252.51
2023-04-30,Venda de produto,receita,5063.32
2023-02-21,Aluguel,despesa,-7442.0
2023-05-09,Aluguel,despesa,-1495.75
2023-10-22,Aluguel,despesa,-4211.31
2022-03-01,Reembolso,receita,7281.23
2022-09-26,Venda de produto,receita,4884.48
2022-01-05,Aluguel,despesa,-4391.04
2022-06-19,Investimento,receita,3694.61
2023-06-03,Venda de produto,receita,2297.24
2022-10-02,Compra de estoque,despesa,-2687.71
2022-05-28,Salário,receita,9244.22
2022-07-01,Venda de produto,receita,6551.1
2023-06-07,Reembolso,receita,6728.38
2022-10-17,Reembolso,receita,2430.64
2022-01-15,Conta de luz,despesa,-6665.17
2022-07-06,Salário,receita,9507.72
2022-12-17,Salário,receita,7167.62
2022-09-11,Compra de estoque,despesa,-8525.96
2023-08-23,Aluguel,despesa,-8869.64
2022-09-22,Compra de estoque,despesa,-8949.55
2023-07-29,Manutenção,despesa,-2167.92
2022-11-08,Investimento,receita,2981.75
2022-12-15,Conta de luz,despesa,-3546.08
2022-11-27,Investimento,receita,9759.04
2023-12-23,Compra de estoque,despesa,-8072.51
2023-09-07,Investimento,receita,4240.59
2022-01-10,Manutenção,despesa,-8544.08
2023-05-26,Investimento,receita,9758.81
2022-12-10,Manutenção,despesa,-3364.91
2022-06-27,Venda de produto,receita,8804.15
2023-03-17,Venda de produto,receita,1571.4
2023-03-13,Salário,receita,5473.04
2023-06-21,Conta de luz,despesa,-5962.78
2022-02-14,Aluguel,despesa,-4486.55
2022-09-11,Reembolso,receita,5831.21
2023-09-30,Reembolso,receita,6325.92
2023-05-15,Investimento,receita,7131.33
2023-01-12,Compra de estoque,despesa,-9818.02
2022-10-17,Compra de estoque,despesa,-4702.98
2022-05-04,Manutenção,despesa,-2453.94
2023-01-23,Manutenção,despesa,-8134.34
2023-04-13,Venda de produto,receita,4094.15
2022-11-21,Conta de luz,despesa,-2646.93
2023-08-05,Salário,receita,5615.64
2022-06-14,Aluguel,despesa,-2939.13
2023-06-11,Conta de luz,despesa,-4925.01
2023-08-18,Manutenção,despesa,-946.57
2023-10-27,Reembolso,receita,5218.81
2023-10-20,Manutenção,despesa,-436.13
2023-07-18,Venda de produto,receita,6637.57
2022-08-02,Conta de luz,despesa,-6814.95
2022-10-05,Investimento,receita,9825.07
2023-05-14,Conta de luz,despesa,-4611.99
2023-09-10,Salário,receita,9813.41
2023-06-19,Compra de estoque,despesa,-1406.14
2022-03-28,Reembolso,receita,254.6
2023-05-27,Investimento,receita,9688.5
2022-03-31,Venda de produto,receita,2917.74
2022-03-24,Manutenção,despesa,-6158.79
2022-05-21,Conta de luz,despesa,-5798.15
2023-07-31,Venda de produto,receita,9390.1
2022-11-22,Salário,receita,7402.07
2022-08-04,Salário,receita,2159.99
2022-10-10,Conta de luz,despesa,-910.5
2022-11-10,Manutenção,despesa,-6069.1
2023-09-03,Compra de estoque,despesa,-5116.81
2023-11-01,Conta de luz,despesa,-885.04
2022-03-12,Investimento,receita,7198.37
2022-07-30,Investimento,receita,5191.4
2023-03-22,Venda de produto,receita,518.41
2022-09-13,Conta de luz,despesa,-1498.51
2023-09-18,Investimento,receita,3118.2
2023-11-27,Aluguel,despesa,-2995.26
2023-04-08,Aluguel,despesa,-4400.78
2022-12-23,Salário,receita,3969.96
2022-04-15,Venda de produto,receita,8904.25
2023-07-18,Manutenção,despesa,-8961.34
2023-12-10,Reembolso,receita,8112.01
2023-07-05,Venda de produto,receita,7574.41
2023-02-01,Compra de estoque,despesa,-4523.04
2023-01-11,Compra de estoque,despesa,-1769.31
2022-07-31,Aluguel,despesa,-5821.42
2022-03-15,Conta de luz,despesa,-1573.86
2022-10-23,Manutenção,despesa,-8164.22
2022-11-29,Manutenção,despesa,-1205.91
2023-10-26,Conta de luz,despesa,-5062.06
2023-09-20,Manutenção,despesa,-3650.84
2023-08-27,Venda de produto,receita,5409.88
2022-02-15,Conta de luz,despesa,-696.27
2022-10-03,Manutenção,despesa,-5832.92
2022-11-29,Investimento,receita,8603.12
2022-06-14,Compra de estoque,despesa,-2224.93
2023-10-18,Conta de luz,despesa,-7022.07
2022-07-10,Conta de luz,despesa,-5082.7
2022-10-28,Conta de luz,despesa,-1346.54
2022-08-19,Manutenção,despesa,-1262.53
2023-08-25,Manutenção,despesa,-327.61
2022-03-04,Investimento,receita,8439.83
2023-10-14,Manutenção,despesa,-1959.66
2023-05-01,Manutenção,despesa,-7583.36
2022-10-12,Manutenção,despesa,-8922.78
2023-06-13,Venda de produto,receita,2547.41
2022-01-22,Manutenção,despesa,-5996.5
2022-06-01,Conta de luz,despesa,-731.84
2022-05-07,Salário,receita,9342.64
2023-08-06,Salário,receita,2450.73
2023-04-14,Compra de estoque,despesa,-9049.0
2023-06-27,Venda de produto,receita,3098.27
2022-03-05,Reembolso,receita,4542.26
2023-02-15,Aluguel,despesa,-7700.6
2023-06-03,Salário,receita,2700.08
2022-09-27,Investimento,receita,8823.82
2022-11-19,Compra de estoque,despesa,-1339.29
2023-09-21,Salário,receita,3416.26
2023-07-05,Compra de estoque,despesa,-1106.04
2022-01-07,Conta de luz,despesa,-2215.9
2023-10-08,Conta de luz,despesa,-171.27
2022-01-12,Salário,receita,3298.01
2022-09-17,Conta de luz,despesa,-3819.41
2022-02-04,Compra de estoque,despesa,-8485.86
2022-12-19,Reembolso,receita,676.45
2023-11-20,Salário,receita,5541.72
2022-11-12,Venda de produto,receita,1440.87
2023-12-03,Reembolso,receita,7287.79
2023-09-20,Compra de estoque,despesa,-2689.15
2023-01-18,Conta de luz,despesa,-8840.01
2022-06-25,Venda de produto,receita,8110.75
2022-05-07,Compra de estoque,despesa,-7710.81
2022-11-29,Conta de luz,despesa,-8465.09
2022-02-03,Salário,receita,1093.49
2022-12-19,Salário,receita,2603.2
2023-01-28,Reembolso,receita,5382.26
2023-03-20,Salário,receita,7507.81
2022-03-10,Aluguel,despesa,-2263.74
2023-11-30,Salário,receita,6055.89
2022-08-17,Reembolso,receita,4887.79
2023-05-29,Reembolso,receita,3472.55
2023-08-30,Aluguel,despesa,-8860.53
2022-01-24,Reembolso,receita,2276.5
2022-10-16,Reembolso,receita,4579.15
2023-10-17,Investimento,receita,3701.72
2023-12-22,Compra de estoque,despesa,-5690.2
2022-09-29,Investimento,receita,2422.87
2023-10-03,Salário,receita,9422.24
2023-09-27,Compra de estoque,despesa,-5849.4
2023-05-20,Aluguel,despesa,-3895.57
2023-01-11,Conta de luz,despesa,-306.48
2023-12-28,Salário,receita,7051.04
2023-08-31,Conta de luz,despesa,-7222.44
2023-06-14,Compra de estoque,despesa,-9501.71
2022-07-17,Aluguel,despesa,-1883.14
2023-02-09,Salário,receita,698.2
2023-06-22,Aluguel,despesa,-4746.01
2022-01-01,Investimento,receita,9039.78
2023-09-16,Salário,receita,6351.04
2022-03-14,Salário,receita,9887.13
2022-05-05,Reembolso,receita,6249.17
2022-02-14,Manutenção,despesa,-4014.58
2022-01-20,Aluguel,despesa,-6671.93
2022-08-14,Compra de estoque,despesa,-6573.17
2022-09-10,Manutenção,despesa,-2535.02
2022-07-01,Manutenção,despesa,-5342.9
2023-04-01,Reembolso,receita,8443.22
2023-09-21,Salário,receita,7900.17
2023-06-18,Manutenção,despesa,-2439.43
2022-12-28,Conta de luz,despesa,-7315.15
2023-03-30,Investimento,receita,1398.46
2022-10-29,Aluguel,despesa,-2663.75
2023-07-23,Investimento,receita,2427.12
2022-12-02,Reembolso,receita,9022.7
2022-05-29,Manutenção,despesa,-9255.74
2023-11-11,Salário,receita,4026.15
2022-02-04,Venda de produto,receita,9795.63
2023-12-18,Reembolso,receita,4407.48
2022-03-09,Conta de luz,despesa,-577.92
2022-11-16,Compra de estoque,despesa,-527.49
2023-09-24,Aluguel,despesa,-6196.84
2023-01-17,Manutenção,despesa,-6046.11
2023-04-30,Salário,receita,3258.7
2023-01-23,Reembolso,receita,419.15
2023-01-12,Investimento,receita,5264.45
2023-07-14,Reembolso,receita,6916.65
2023-01-10,Reembolso,receita,6664.11
2022-08-14,Aluguel,despesa,-7299.08
2022-03-16,Venda de produto,receita,8650.76
2023-03-18,Venda de produto,receita,8970.73
2022-10-10,Compra de estoque,despesa,-2571.34
2023-09-25,Reembolso,receita,6720.3
2023-09-03,Venda de produto,receita,771.02
2023-05-11,Manutenção,despesa,-5955.35
2023-07-01,Conta de luz,despesa,-2323.71
2022-03-29,Investimento,receita,8328.96
2022-06-15,Investimento,receita,9677.91
2023-10-07,Aluguel,despesa,-1224.82
2023-05-03,Salário,receita,9167.85
2023-07-31,Investimento,receita,8909.06
2023-03-02,Manutenção,despesa,-6888.04
2022-03-13,Conta de luz,despesa,-7529.72
2023-10-25,Reembolso,receita,5376.22
2023-03-21,Reembolso,receita,8557.45
2022-08-07,Salário,receita,504.32
2022-12-11,Investimento,receita,7962.99
2023-10-01,Investimento,receita,460.03
2022-04-13,Conta de luz,despesa,-3876.24
2023-12-21,Salário,receita,8706.65
2022-01-15,Aluguel,despesa,-5104.09
2023-09-14,Reembolso,receita,9966.0
2022-08-10,Aluguel,despesa,-3185.35
2022-11-09,Reembolso,receita,591.02
2023-06-16,Conta de luz,despesa,-3292.1
2023-03-25,Aluguel,despesa,-9785.64
2022-01-21,Salário,receita,7692.27
2023-11-12,Conta de luz,despesa,-8087.94
2023-08-19,Investimento,receita,1332.78
2023-01-02,Venda de produto,receita,7886.93
2023-04-14,Conta de luz,despesa,-5985.42
2022-12-15,Aluguel,despesa,-3843.8
2023-02-24,Investimento,receita,9060.25
2023-11-05,Reembolso,receita,1476.78
2022-03-25,Venda de produto,receita,1706.67
2022-12-24,Investimento,receita,2040.49
2022-10-05,Reembolso,receita,8075.43
2023-01-08,Manutenção,despesa,-2492.43
2023-07-07,Compra de estoque,despesa,-6701.47
2023-01-28,Conta de luz,despesa,-9006.95
2022-11-21,Aluguel,despesa,-2804.69
2022-05-28,Venda de produto,receita,2890.92
2023-05-07,Salário,receita,8222.2
2023-10-22,Venda de produto,receita,4226.76
2023-06-30,Aluguel,despesa,-9544.75
2022-05-16,Reembolso,receita,7909.53
2022-01-13,Compra de estoque,despesa,-9812.32
2023-03-11,Salário,receita,8207.26
2023-09-17,Conta de luz,despesa,-1402.35
2023-05-24,Compra de estoque,despesa,-2063.56
2023-03-31,Reembolso,receita,5238.9
2023-05-29,Investimento,receita,1239.39
2023-03-20,Conta de luz,despesa,-2332.2
2022-11-23,Aluguel,despesa,-9634.75
2023-04-04,Reembolso,receita,8355.15
2023-05-29,Conta de luz,despesa,-9281.82
2023-11-10,Manutenção,despesa,-4746.94
2022-08-19,Venda de produto,receita,1932.72
2023-02-14,Venda de produto,receita,545.89
2023-09-20,Manutenção,despesa,-7311.32
2022-04-12,Venda de produto,receita,6749.88
2023-08-16,Salário,receita,7867.73
2023-01-13,Investimento,receita,8468.71
2023-12-24,Manutenção,despesa,-1088.08
2022-10-15,Investimento,receita,1525.22
2023-08-31,Venda de produto,receita,9500.95
2022-03-27,Manutenção,despesa,-3610.12
2023-08-30,Compra de estoque,despesa,-9255.18
2022-03-25,Salário,receita,353.2
2022-10-01,Compra de estoque,despesa,-5970.26
2023-05-22,Reembolso,receita,4152.13
2023-11-01,Venda de produto,receita,3128.55
2023-06-12,Reembolso,receita,6913.62
2023-05-22,Salário,receita,7452.36
2022-11-20,Manutenção,despesa,-7869.23
2022-04-26,Investimento,receita,6939.42
2022-10-01,Conta de luz,despesa,-9648.51
2023-08-26,Venda de produto,receita,9211.05
2023-08-14,Salário,receita,893.49
2022-01-29,Conta de luz,despesa,-3693.45
2022-08-21,Investimento,receita,4487.79
2022-11-18,Investimento,receita,3335.93
2022-09-17,Conta de luz,despesa,-7945.67
2022-07-03,Compra de estoque,despesa,-7813.73
2022-11-09,Reembolso,receita,4224.71
2022-01-01,Aluguel,despesa,-1988.69
2023-09-26,Venda de produto,receita,9580.33
2023-06-07,Conta de luz,despesa,-8211.67
2022-06-21,Compra de estoque,despesa,-8194.72
2023-10-21,Conta de luz,despesa,-9705.7
2023-11-07,Reembolso,receita,9226.92
2023-12-07,Salário,receita,1892.53
2023-02-26,Reembolso,receita,7322.53
2022-02-09,Investimento,receita,8699.77
2023-04-06,Aluguel,despesa,-9093.09
2022-05-13,Compra de estoque,despesa,-3235.31
2022-07-03,Aluguel,despesa,-2106.05
2022-06-29,Venda de produto,receita,6090.11
2022-08-21,Salário,receita,531.05
2022-04-21,Manutenção,despesa,-9305.94
2023-07-09,Reembolso,receita,5328.43
2023-07-02,Manutenção,despesa,-2336.36
2023-03-29,Reembolso,receita,9953.49
2022-10-11,Reembolso,receita,3612.65
2023-03-29,Investimento,receita,8395.67
2022-08-05,Conta de luz,despesa,-3760.43
2023-06-24,Reembolso,receita,7566.88
2023-04-11,Reembolso,receita,2146.24
2023-04-05,Venda de produto,receita,4288.9
2023-12-05,Venda de produto,receita,8613.63
2023-04-26,Reembolso,receita,1012.33
2023-09-22,Venda de produto,receita,6318.21
2023-07-18,Compra de estoque,despesa,-6191.9
2022-03-31,Salário,receita,3568.62
2023-03-02,Aluguel,despesa,-1797.06
2022-02-07,Conta de luz,despesa,-7664.47
2023-07-19,Investimento,receita,5557.59
2023-02-26,Conta de luz,despesa,-7447.53
2023-05-15,Investimento,receita,472.44
2022-11-16,Compra de estoque,despesa,-9942.13
2023-12-22,Investimento,receita,2848.07
2022-12-10,Venda de produto,receita,1015.58
2022-08-30,Conta de luz,despesa,-6914.2
2023-08-21,Manutenção,despesa,-5020.34
2023-12-20,Venda de produto,receita,4628.1
2022-05-20,Conta de luz,despesa,-544.14
2023-12-21,Salário,receita,7267.74
2023-12-14,Compra de estoque,despesa,-3974.35
2022-03-17,Salário,receita,7353.13
2022-08-02,Salário,receita,5243.08
2023-05-18,Aluguel,despesa,-440.5
2023-09-04,Manutenção,despesa,-4670.08
2022-06-24,Manutenção,despesa,-3134.69
2022-05-12,Salário,receita,4477.87
2023-04-07,Reembolso,receita,6055.46
2023-10-29,Salário,receita,2263.64
2023-09-03,Manutenção,despesa,-197.91
2023-11-26,Salário,receita,9378.33
2023-02-09,Aluguel,despesa,-7247.17
2023-05-22,Compra de estoque,despesa,-2249.95
2023-09-11,Aluguel,despesa,-280.24
2022-10-18,Conta de luz,despesa,-1648.4
2022-04-30,Compra de estoque,despesa,-9553.34
2023-08-14,Salário,receita,8977.09
2022-07-03,Compra de estoque,despesa,-4483.0
2023-07-04,Conta de luz,despesa,-1446.37
2023-04-23,Reembolso,receita,6917.51
2023-11-19,Salário,receita,9869.14
2022-07-26,Manutenção,despesa,-2147.92
2023-07-27,Compra de estoque,despesa,-2671.73
2022-03-17,Investimento,receita,1510.41
2023-02-19,Manutenção,despesa,-5873.01
2023-04-10,Conta de luz,despesa,-6788.49
2023-09-23,Investimento,receita,9980.05
2022-01-18,Venda de produto,receita,7672.9
